persona;producto;cantidad;esDevolucion
Alice;Camiseta;39;Falso
Alice;Zapatos;19;Falso
Eve;Pantalones;17;Falso
Grace;Bufanda;37;Falso
Charlie;Sombrero;24;Falso
Frank;Gorra;6;Falso
Alice;Sombrero;28;Falso
Jack;Camiseta;11;Falso
Irene;Chaqueta;24;Cierto
Hector;Camiseta;7;Falso
Eve;Sombrero;7;Falso
Alice;Camiseta;16;Falso
Alice;Calcetines;24;Falso
Diana;Zapatos;10;Falso
Frank;Pantalones;37;Falso
Alice;Camiseta;49;Falso
Bob;Camiseta;48;Falso
Hector;Sombrero;23;Falso
Irene;Pantalones;45;Falso
Jack;Chaqueta;37;Falso
Grace;Chaqueta;6;Falso
Hector;Zapatos;50;Cierto
Alice;Chaqueta;19;Falso
Frank;Calcetines;40;Falso
Diana;Pantalones;35;Falso
Jack;Gorra;48;Falso
Bob;Zapatos;45;Falso
Frank;Pantalones;35;Cierto
Eve;Sombrero;39;Falso
Diana;Sombrero;32;Falso
Alice;Zapatos;20;Falso
Jack;Pantalones;32;Falso
Jack;Calcetines;30;Falso
Frank;Camiseta;30;Falso
Eve;Zapatos;12;Cierto
Diana;Camiseta;16;Cierto
Hector;Camiseta;37;Falso
Bob;Pantalones;22;Falso
Frank;Gorra;48;Falso
Diana;Camiseta;44;Falso
Charlie;Bufanda;22;Falso
Bob;Sombrero;24;Falso
Frank;Camiseta;11;Cierto
Bob;Zapatos;22;Falso
Hector;Sombrero;6;Falso
Alice;Calcetines;50;Falso
Bob;Gorra;28;Falso
Hector;Chaqueta;9;Falso
Eve;Chaqueta;20;Falso
Diana;Gorra;25;Falso
Eve;Chaqueta;30;Falso
Charlie;Gorra;48;Falso
Jack;Gorra;36;Cierto
Diana;Gorra;6;Falso
Diana;Calcetines;27;Falso
Jack;Camiseta;11;Falso
Alice;Pantalones;36;Falso
Frank;Pantalones;31;Falso
Bob;Pantalones;27;Falso
Charlie;Bufanda;28;Falso
Diana;Bufanda;15;Falso
Jack;Sombrero;27;Falso
Irene;Gorra;12;Falso
Charlie;Sombrero;43;Falso
Eve;Gorra;50;Falso
Diana;Camiseta;37;Falso
Jack;Camiseta;50;Falso
Eve;Gorra;49;Falso
Frank;Chaqueta;31;Falso
Alice;Calcetines;29;Cierto
Grace;Calcetines;34;Falso
Frank;Gorra;36;Falso
Diana;Sombrero;10;Falso
Irene;Pantalones;15;Falso
Eve;Gorra;14;Falso
Frank;Bufanda;48;Cierto
Hector;Gorra;31;Falso
Bob;Calcetines;6;Falso
Diana;Pantalones;30;Falso
Frank;Sombrero;21;Falso
Eve;Camiseta;13;Cierto
Diana;Chaqueta;24;Falso
Jack;Zapatos;20;Falso
Bob;Chaqueta;37;Falso
Diana;Bufanda;40;Falso
Frank;Gorra;44;Falso
Hector;Calcetines;10;Cierto
Alice;Zapatos;30;Cierto
Frank;Chaqueta;12;Falso
Frank;Gorra;28;Falso
Frank;Calcetines;30;Cierto
Jack;Pantalones;36;Falso
Hector;Gorra;15;Cierto
Grace;Bufanda;19;Cierto
Eve;Calcetines;8;Falso
Eve;Zapatos;14;Falso
Jack;Calcetines;39;Falso
Eve;Calcetines;32;Falso
Charlie;Calcetines;48;Falso
Frank;Zapatos;16;Falso
Bob;Sombrero;26;Falso
Jack;Zapatos;25;Falso
Alice;Zapatos;25;Falso
Diana;Bufanda;18;Falso
Frank;Chaqueta;6;Falso
Grace;Camiseta;22;Cierto
Bob;Bufanda;43;Falso
Eve;Sombrero;41;Falso
Frank;Gorra;46;Falso
Eve;Camiseta;24;Falso
Bob;Bufanda;21;Falso
Hector;Calcetines;35;Falso
Diana;Gorra;49;Falso
Jack;Gorra;21;Falso
Hector;Pantalones;49;Falso
Alice;Gorra;20;Falso
Diana;Calcetines;19;Falso
Jack;Calcetines;40;Falso
Alice;Pantalones;35;Falso
Diana;Zapatos;22;Falso
Alice;Bufanda;19;Falso
Eve;Bufanda;39;Falso
Eve;Gorra;44;Falso
Jack;Zapatos;13;Falso
Hector;Camiseta;47;Cierto
Jack;Camiseta;47;Falso
Charlie;Camiseta;32;Falso
Irene;Chaqueta;10;Falso
Frank;Camiseta;43;Falso
Charlie;Bufanda;8;Falso
Diana;Zapatos;23;Falso
Frank;Sombrero;6;Falso
Bob;Bufanda;28;Falso
Diana;Pantalones;44;Falso
Eve;Gorra;47;Cierto
Charlie;Pantalones;23;Falso
Charlie;Bufanda;26;Falso
Irene;Zapatos;25;Falso
Bob;Gorra;9;Cierto
Bob;Calcetines;36;Cierto
Hector;Chaqueta;8;Falso
Alice;Zapatos;27;Cierto
Jack;Camiseta;46;Falso
Irene;Bufanda;11;Falso
Hector;Sombrero;37;Falso
Eve;Zapatos;32;Falso
Grace;Calcetines;29;Falso
Irene;Sombrero;9;Falso
Hector;Calcetines;26;Falso
Eve;Gorra;32;Falso
Jack;Zapatos;32;Falso
Frank;Sombrero;44;Falso
Eve;Gorra;27;Falso
Charlie;Calcetines;8;Falso
Charlie;Zapatos;44;Falso
Irene;Camiseta;21;Falso
Hector;Camiseta;30;Falso
Alice;Camiseta;36;Falso
Bob;Gorra;38;Cierto
Diana;Gorra;17;Cierto
Bob;Pantalones;15;Falso
Jack;Calcetines;10;Falso
Charlie;Camiseta;31;Falso
Bob;Calcetines;48;Cierto
Charlie;Bufanda;5;Falso
Diana;Camiseta;43;Falso
Jack;Calcetines;24;Falso
Frank;Bufanda;48;Falso
Irene;Gorra;26;Cierto
Alice;Calcetines;25;Falso
Hector;Pantalones;14;Falso
Diana;Bufanda;7;Falso
Frank;Zapatos;15;Falso
Eve;Chaqueta;35;Falso
Charlie;Gorra;40;Falso
Hector;Calcetines;36;Falso
Jack;Bufanda;39;Falso
Jack;Gorra;6;Cierto
Jack;Pantalones;49;Falso
Eve;Camiseta;23;Falso
Jack;Zapatos;24;Falso
Alice;Camiseta;25;Falso
Grace;Camiseta;22;Falso
Bob;Sombrero;14;Falso
Diana;Pantalones;24;Falso
Bob;Sombrero;15;Cierto
Diana;Sombrero;30;Cierto
Eve;Bufanda;25;Falso
Hector;Bufanda;16;Falso
Eve;Gorra;15;Cierto
Grace;Camiseta;46;Falso
Frank;Chaqueta;28;Falso
Bob;Chaqueta;32;Falso
Irene;Camiseta;45;Falso
Frank;Gorra;8;Cierto
Frank;Bufanda;13;Falso
Alice;Calcetines;13;Falso
Alice;Gorra;11;Falso
Eve;Pantalones;14;Falso
Jack;Zapatos;34;Falso
Irene;Sombrero;48;Cierto
Frank;Chaqueta;14;Falso
Alice;Zapatos;29;Falso
Frank;Calcetines;27;Cierto
Alice;Chaqueta;7;Falso
Frank;Sombrero;50;Falso
Charlie;Zapatos;6;Falso
Charlie;Sombrero;39;Falso
Frank;Pantalones;22;Falso
Grace;Sombrero;26;Falso
Irene;Gorra;11;Falso
Jack;Camiseta;37;Cierto
Hector;Calcetines;28;Falso
Charlie;Zapatos;33;Falso
Alice;Sombrero;42;Falso
Hector;Sombrero;9;Falso
Grace;Gorra;22;Falso
Bob;Sombrero;44;Falso
Charlie;Gorra;35;Falso
Irene;Calcetines;28;Falso
Jack;Sombrero;40;Falso
Hector;Zapatos;22;Cierto
Diana;Pantalones;50;Falso
Jack;Calcetines;13;Cierto
Frank;Sombrero;41;Falso
Irene;Camiseta;7;Falso
Irene;Chaqueta;39;Cierto
Frank;Pantalones;10;Falso
Hector;Chaqueta;15;Falso
Alice;Calcetines;36;Falso
Frank;Gorra;8;Falso
Eve;Pantalones;17;Falso
Diana;Bufanda;49;Falso
Hector;Bufanda;34;Falso
Charlie;Pantalones;6;Falso
Jack;Calcetines;42;Falso
Bob;Chaqueta;22;Falso
Frank;Pantalones;46;Cierto
Alice;Pantalones;15;Falso
Diana;Camiseta;9;Falso
Bob;Bufanda;13;Falso
Diana;Sombrero;5;Falso
Jack;Calcetines;21;Falso
Irene;Camiseta;16;Falso
Frank;Gorra;43;Falso
Frank;Chaqueta;30;Falso
Diana;Pantalones;12;Falso
Alice;Pantalones;10;Falso
Eve;Sombrero;45;Falso
Grace;Bufanda;9;Falso
Frank;Sombrero;29;Falso
Eve;Gorra;18;Falso
Frank;Bufanda;11;Cierto
Irene;Zapatos;23;Falso
Eve;Camiseta;46;Falso
Grace;Camiseta;47;Cierto
Bob;Sombrero;48;Falso
Alice;Sombrero;46;Falso
Alice;Pantalones;47;Falso
Diana;Camiseta;33;Falso
Eve;Zapatos;26;Falso
Frank;Sombrero;48;Falso
Frank;Sombrero;7;Cierto
Eve;Gorra;7;Falso
Diana;Camiseta;33;Falso
Charlie;Chaqueta;25;Falso
Eve;Pantalones;27;Falso
Eve;Pantalones;29;Falso
Irene;Calcetines;36;Falso
Irene;Sombrero;50;Falso
Eve;Pantalones;48;Cierto
Bob;Bufanda;34;Falso
Eve;Pantalones;33;Falso
Hector;Zapatos;5;Falso
Hector;Zapatos;8;Cierto
Eve;Zapatos;7;Cierto
Alice;Chaqueta;21;Falso
Eve;Calcetines;27;Falso
Bob;Zapatos;12;Falso
Diana;Pantalones;37;Falso
Eve;Bufanda;5;Falso
Charlie;Gorra;50;Falso
Grace;Camiseta;40;Falso
Hector;Camiseta;20;Falso
Jack;Camiseta;36;Falso
Jack;Gorra;16;Falso
Alice;Calcetines;47;Falso
Bob;Pantalones;49;Falso
Bob;Zapatos;42;Falso
Irene;Pantalones;17;Cierto
Eve;Sombrero;10;Cierto
Grace;Bufanda;23;Falso
Bob;Calcetines;15;Falso
Charlie;Sombrero;12;Cierto
Bob;Zapatos;16;Falso
Irene;Calcetines;41;Falso
Diana;Calcetines;50;Falso
Frank;Zapatos;17;Falso
Eve;Sombrero;20;Cierto
Irene;Calcetines;10;Falso
Hector;Pantalones;14;Falso
Irene;Zapatos;10;Falso
Alice;Zapatos;39;Falso
Diana;Gorra;26;Falso
Grace;Calcetines;12;Falso
Bob;Chaqueta;45;Falso
Frank;Gorra;40;Falso
Frank;Pantalones;37;Falso
Irene;Pantalones;14;Falso
Jack;Camiseta;24;Falso
Diana;Pantalones;38;Falso
Frank;Calcetines;42;Falso
Frank;Bufanda;18;Falso
Alice;Sombrero;39;Falso
Alice;Chaqueta;46;Falso
Hector;Chaqueta;47;Falso
Charlie;Camiseta;41;Falso
Alice;Zapatos;26;Falso
Eve;Bufanda;15;Falso
Alice;Zapatos;13;Falso
Hector;Camiseta;12;Falso
Eve;Sombrero;22;Cierto
Diana;Chaqueta;28;Falso
Grace;Camiseta;45;Falso
Frank;Gorra;44;Falso
Eve;Calcetines;35;Falso
Frank;Bufanda;48;Falso
Grace;Chaqueta;20;Cierto
Alice;Gorra;42;Falso
Alice;Pantalones;40;Cierto
Grace;Chaqueta;6;Falso
Bob;Gorra;17;Falso
Eve;Camiseta;7;Falso
Grace;Calcetines;45;Falso
Charlie;Gorra;19;Falso
Jack;Bufanda;44;Cierto
Charlie;Calcetines;46;Falso
Hector;Camiseta;24;Falso
Diana;Bufanda;47;Falso
Jack;Camiseta;19;Falso
Frank;Sombrero;29;Falso
Bob;Bufanda;37;Falso
Grace;Sombrero;6;Falso
Bob;Zapatos;36;Falso
Eve;Camiseta;43;Falso
Frank;Pantalones;39;Falso
Jack;Pantalones;11;Falso
Charlie;Chaqueta;26;Falso
Bob;Camiseta;49;Falso
Grace;Zapatos;9;Cierto
Alice;Calcetines;42;Falso
Eve;Camiseta;27;Falso
Alice;Calcetines;34;Falso
Charlie;Calcetines;50;Falso
Hector;Chaqueta;39;Falso
Frank;Zapatos;25;Cierto
Hector;Calcetines;38;Falso
Jack;Zapatos;6;Falso
Jack;Chaqueta;22;Falso
Alice;Gorra;44;Falso
Hector;Sombrero;10;Falso
Grace;Bufanda;29;Falso
Jack;Gorra;24;Falso
Frank;Bufanda;16;Falso
Hector;Calcetines;10;Falso
Irene;Bufanda;13;Falso
Frank;Zapatos;41;Cierto
Diana;Gorra;15;Falso
Charlie;Calcetines;32;Falso
Bob;Camiseta;14;Falso
Frank;Sombrero;26;Cierto
Frank;Sombrero;8;Falso
Diana;Zapatos;37;Falso
Charlie;Zapatos;30;Falso
Eve;Bufanda;10;Falso
Eve;Sombrero;32;Cierto
Diana;Gorra;48;Falso
Bob;Pantalones;34;Falso
Diana;Pantalones;18;Falso
Charlie;Gorra;24;Falso
Eve;Gorra;32;Falso
Diana;Calcetines;49;Cierto
Diana;Calcetines;32;Falso
Bob;Chaqueta;19;Falso
Diana;Zapatos;46;Falso
Charlie;Pantalones;12;Falso
Irene;Calcetines;31;Falso
Hector;Zapatos;8;Falso
Charlie;Chaqueta;6;Falso
Irene;Chaqueta;44;Falso
Eve;Calcetines;42;Falso
Hector;Zapatos;36;Falso
Charlie;Pantalones;18;Falso
Diana;Sombrero;10;Falso
Diana;Bufanda;27;Falso
Irene;Camiseta;36;Falso
Bob;Bufanda;34;Falso
Irene;Calcetines;9;Falso
Eve;Camiseta;17;Falso
Bob;Sombrero;11;Falso
Grace;Camiseta;35;Falso
Frank;Calcetines;8;Falso
Alice;Camiseta;7;Falso
Eve;Zapatos;26;Falso
Diana;Chaqueta;8;Falso
Diana;Chaqueta;21;Cierto
Hector;Sombrero;15;Falso
Irene;Bufanda;36;Falso
Eve;Pantalones;33;Falso
Alice;Bufanda;12;Falso
Jack;Sombrero;40;Falso
Bob;Calcetines;38;Falso
Eve;Pantalones;45;Falso
Eve;Pantalones;28;Falso
Bob;Calcetines;47;Falso
Eve;Calcetines;7;Falso
Grace;Chaqueta;25;Falso
Grace;Sombrero;16;Falso
Irene;Calcetines;48;Falso
Hector;Sombrero;12;Falso
Jack;Camiseta;24;Falso
Hector;Sombrero;20;Cierto
Bob;Sombrero;23;Falso
Diana;Gorra;18;Falso
Frank;Calcetines;18;Falso
Jack;Camiseta;49;Falso
Alice;Gorra;47;Falso
Hector;Sombrero;11;Falso
Eve;Pantalones;40;Falso
Grace;Zapatos;49;Falso
Hector;Gorra;44;Cierto
Frank;Calcetines;37;Falso
Jack;Sombrero;8;Falso
Bob;Bufanda;31;Falso
Hector;Camiseta;29;Falso
Jack;Gorra;35;Falso
Frank;Sombrero;11;Cierto
Jack;Gorra;7;Falso
Irene;Camiseta;40;Falso
Alice;Chaqueta;24;Falso
Diana;Calcetines;18;Cierto
Irene;Gorra;10;Falso
Jack;Zapatos;24;Falso
Jack;Calcetines;9;Falso
Jack;Pantalones;44;Falso
Frank;Zapatos;35;Falso
Alice;Bufanda;36;Falso
Grace;Calcetines;38;Falso
Grace;Gorra;50;Cierto
Irene;Pantalones;30;Falso
Grace;Gorra;15;Falso
Diana;Camiseta;45;Falso
Irene;Gorra;18;Falso
Frank;Sombrero;16;Falso
Hector;Bufanda;13;Falso
Diana;Chaqueta;37;Falso
Bob;Chaqueta;31;Falso
Irene;Chaqueta;37;Falso
Eve;Chaqueta;15;Falso
Frank;Calcetines;36;Falso
Hector;Chaqueta;5;Falso
Hector;Calcetines;43;Falso
Frank;Sombrero;24;Falso
Jack;Chaqueta;11;Falso
Alice;Camiseta;35;Falso
Diana;Sombrero;17;Falso
Jack;Gorra;46;Cierto
Irene;Bufanda;45;Falso
Frank;Bufanda;7;Falso
Bob;Sombrero;7;Falso
Frank;Calcetines;41;Falso
Irene;Bufanda;35;Falso
Alice;Chaqueta;23;Cierto
Jack;Chaqueta;27;Falso
Diana;Camiseta;49;Falso
Irene;Sombrero;45;Falso
Jack;Bufanda;9;Falso
Grace;Zapatos;48;Falso
Diana;Calcetines;26;Falso
Grace;Pantalones;12;Falso
Jack;Gorra;44;Cierto
Frank;Calcetines;7;Falso
Bob;Gorra;44;Falso
Eve;Gorra;10;Falso
Hector;Sombrero;38;Falso
Eve;Gorra;45;Falso
Bob;Calcetines;5;Falso
Frank;Calcetines;36;Falso
Eve;Pantalones;35;Falso
Grace;Bufanda;13;Falso
Alice;Camiseta;11;Falso
Frank;Gorra;21;Falso
Irene;Bufanda;6;Falso
Grace;Bufanda;5;Falso
Frank;Sombrero;19;Falso
Irene;Chaqueta;41;Falso
Jack;Chaqueta;5;Falso
Diana;Zapatos;49;Falso
Eve;Calcetines;6;Falso
Bob;Calcetines;49;Falso
Diana;Calcetines;39;Falso
Charlie;Calcetines;30;Falso
Eve;Sombrero;28;Falso
Hector;Gorra;48;Falso
Hector;Zapatos;16;Falso
Irene;Sombrero;6;Falso
Diana;Calcetines;17;Falso
Charlie;Zapatos;50;Falso
Frank;Sombrero;15;Falso
Charlie;Camiseta;17;Falso
Jack;Bufanda;39;Falso
Diana;Camiseta;9;Falso
Diana;Sombrero;40;Falso
Jack;Sombrero;48;Falso
Grace;Sombrero;42;Falso
Grace;Gorra;5;Falso
Jack;Zapatos;19;Falso
Hector;Chaqueta;41;Falso
Grace;Gorra;42;Falso
Grace;Gorra;5;Falso
Bob;Calcetines;13;Falso
Alice;Camiseta;26;Falso
Diana;Chaqueta;20;Cierto
Eve;Pantalones;34;Falso
Bob;Camiseta;35;Falso
Diana;Gorra;43;Falso
Charlie;Zapatos;14;Falso
Grace;Camiseta;7;Falso
Hector;Pantalones;15;Falso
Jack;Bufanda;47;Falso
Grace;Sombrero;5;Falso
Diana;Chaqueta;13;Falso
Bob;Bufanda;45;Falso
Grace;Bufanda;7;Falso
Charlie;Sombrero;29;Cierto
Bob;Zapatos;35;Falso
Bob;Pantalones;48;Cierto
Frank;Zapatos;26;Falso
Diana;Gorra;6;Falso
Alice;Calcetines;28;Cierto
Grace;Camiseta;25;Cierto
Bob;Zapatos;17;Falso
Bob;Sombrero;7;Falso
Bob;Chaqueta;32;Falso
Irene;Bufanda;14;Cierto
Grace;Pantalones;44;Falso
Diana;Gorra;15;Falso
Irene;Calcetines;34;Falso
Diana;Calcetines;14;Falso
Hector;Camiseta;8;Falso
Bob;Camiseta;44;Cierto
Diana;Bufanda;37;Falso
Irene;Zapatos;44;Falso
Alice;Chaqueta;32;Falso
Jack;Sombrero;26;Cierto
Grace;Pantalones;45;Cierto
Eve;Zapatos;46;Cierto
Jack;Chaqueta;35;Falso
Frank;Bufanda;21;Falso
Irene;Calcetines;22;Falso
Eve;Bufanda;42;Falso
Diana;Gorra;15;Falso
Charlie;Sombrero;33;Falso
Charlie;Calcetines;11;Falso
Alice;Pantalones;46;Falso
Alice;Chaqueta;47;Falso
Charlie;Chaqueta;12;Falso
Jack;Camiseta;31;Falso
Diana;Sombrero;19;Falso
Jack;Zapatos;32;Falso
Diana;Zapatos;28;Cierto
Eve;Pantalones;6;Cierto
Diana;Gorra;9;Falso
Hector;Calcetines;38;Falso
Eve;Chaqueta;24;Falso
Eve;Bufanda;48;Falso
Jack;Pantalones;24;Falso
Diana;Zapatos;25;Falso
Hector;Bufanda;29;Falso
Alice;Calcetines;14;Cierto
Bob;Zapatos;38;Falso
Frank;Calcetines;14;Cierto
Eve;Calcetines;41;Falso
Frank;Pantalones;32;Falso
Jack;Pantalones;30;Falso
Eve;Gorra;23;Falso
Irene;Calcetines;10;Falso
Jack;Camiseta;10;Falso
Alice;Camiseta;31;Falso
Alice;Pantalones;6;Falso
Jack;Gorra;24;Falso
Frank;Zapatos;19;Falso
Eve;Sombrero;28;Falso
Grace;Camiseta;37;Falso
Alice;Sombrero;38;Cierto
Hector;Calcetines;5;Cierto
Jack;Camiseta;24;Falso
Diana;Chaqueta;21;Falso
Hector;Gorra;43;Falso
Diana;Camiseta;22;Falso
Jack;Chaqueta;32;Falso
Irene;Sombrero;8;Falso
Bob;Camiseta;50;Falso
Frank;Camiseta;41;Falso
Bob;Calcetines;15;Falso
Alice;Pantalones;37;Falso
Charlie;Sombrero;18;Falso
Alice;Camiseta;30;Falso
Hector;Camiseta;9;Falso
Grace;Gorra;5;Falso
Charlie;Chaqueta;23;Falso
Eve;Camiseta;6;Falso
Grace;Zapatos;39;Falso
Alice;Calcetines;42;Falso
Grace;Calcetines;10;Cierto
Diana;Gorra;40;Falso
Hector;Chaqueta;35;Falso
Irene;Sombrero;5;Falso
Alice;Zapatos;38;Falso
Alice;Gorra;34;Falso
Alice;Calcetines;41;Falso
Frank;Camiseta;26;Falso
Frank;Gorra;43;Falso
Frank;Chaqueta;24;Falso
Hector;Sombrero;30;Falso
Alice;Gorra;44;Cierto
Grace;Bufanda;21;Falso
Bob;Camiseta;16;Falso
Charlie;Pantalones;36;Falso
Hector;Calcetines;20;Falso
Charlie;Chaqueta;49;Falso
Jack;Bufanda;18;Falso
Hector;Chaqueta;41;Falso
Jack;Sombrero;28;Falso
Charlie;Bufanda;48;Falso
Jack;Calcetines;22;Falso
Bob;Pantalones;8;Falso
Eve;Sombrero;26;Falso
Frank;Zapatos;18;Falso
Frank;Zapatos;11;Falso
Grace;Bufanda;12;Falso
Frank;Bufanda;42;Falso
Hector;Gorra;39;Falso
Hector;Zapatos;7;Falso
Hector;Zapatos;20;Falso
Hector;Chaqueta;22;Falso
Diana;Sombrero;6;Falso
Diana;Pantalones;34;Falso
Irene;Gorra;44;Falso
Eve;Pantalones;36;Falso
Hector;Zapatos;33;Falso
Eve;Gorra;46;Cierto
Charlie;Bufanda;36;Falso
Eve;Bufanda;49;Falso
Charlie;Sombrero;24;Falso
Frank;Chaqueta;23;Falso
Hector;Sombrero;14;Falso
Frank;Sombrero;47;Falso
Bob;Camiseta;17;Falso
Diana;Chaqueta;37;Falso
Hector;Zapatos;10;Falso
Bob;Zapatos;46;Falso
Eve;Calcetines;27;Cierto
Frank;Gorra;37;Falso
Irene;Calcetines;48;Falso
Alice;Bufanda;6;Falso
Frank;Calcetines;14;Falso
Eve;Sombrero;18;Falso
Charlie;Gorra;30;Cierto
Frank;Camiseta;17;Falso
Frank;Pantalones;10;Falso
Charlie;Camiseta;7;Falso
Grace;Calcetines;10;Falso
Charlie;Camiseta;39;Falso
Irene;Bufanda;43;Falso
Frank;Zapatos;23;Cierto
Charlie;Zapatos;36;Falso
Bob;Calcetines;15;Falso
Bob;Calcetines;26;Falso
Hector;Gorra;50;Cierto
Irene;Gorra;46;Falso
Bob;Camiseta;6;Falso
Bob;Gorra;20;Falso
Diana;Chaqueta;14;Falso
Frank;Bufanda;16;Falso
Hector;Pantalones;16;Cierto
Alice;Chaqueta;6;Falso
Irene;Bufanda;46;Cierto
Alice;Camiseta;11;Falso
Diana;Camiseta;14;Falso
Frank;Calcetines;10;Falso
Bob;Chaqueta;15;Falso
Frank;Bufanda;45;Falso
Bob;Bufanda;33;Falso
Frank;Camiseta;7;Falso
Eve;Calcetines;12;Falso
Alice;Camiseta;29;Falso
Charlie;Gorra;16;Falso
Bob;Chaqueta;43;Cierto
Charlie;Calcetines;20;Falso
Grace;Camiseta;31;Falso
Bob;Sombrero;42;Falso
Charlie;Zapatos;39;Falso
Irene;Bufanda;31;Falso
Grace;Camiseta;28;Falso
Irene;Gorra;13;Falso
Hector;Bufanda;20;Falso
Diana;Camiseta;47;Falso
Grace;Gorra;18;Falso
Grace;Sombrero;5;Falso
Alice;Chaqueta;41;Falso
Charlie;Calcetines;45;Falso
Jack;Zapatos;38;Falso
Charlie;Calcetines;36;Falso
Alice;Bufanda;8;Falso
Jack;Bufanda;44;Cierto
Diana;Calcetines;31;Falso
Frank;Sombrero;16;Falso
Alice;Gorra;15;Falso
Alice;Chaqueta;34;Falso
Frank;Bufanda;18;Falso
Charlie;Calcetines;34;Falso
Jack;Camiseta;19;Falso
Grace;Chaqueta;12;Cierto
Jack;Gorra;36;Falso
Grace;Camiseta;46;Falso
Charlie;Sombrero;33;Falso
Alice;Bufanda;10;Cierto
Grace;Gorra;43;Falso
Grace;Pantalones;18;Falso
Eve;Chaqueta;47;Falso
Irene;Pantalones;39;Falso
Frank;Camiseta;34;Falso
Grace;Zapatos;42;Falso
Diana;Bufanda;36;Falso
Frank;Gorra;10;Falso
Frank;Zapatos;10;Falso
Charlie;Calcetines;33;Falso
Charlie;Chaqueta;23;Falso
Grace;Pantalones;37;Falso
Grace;Pantalones;11;Falso
Diana;Chaqueta;25;Falso
Hector;Zapatos;15;Falso
Frank;Camiseta;32;Falso
Hector;Zapatos;27;Cierto
Grace;Chaqueta;30;Falso
Alice;Camiseta;10;Falso
Alice;Gorra;27;Falso
Diana;Sombrero;47;Falso
Hector;Bufanda;19;Falso
Alice;Sombrero;14;Falso
Irene;Sombrero;34;Falso
Grace;Zapatos;17;Falso
Grace;Pantalones;28;Falso
Hector;Sombrero;7;Falso
Alice;Zapatos;19;Falso
Grace;Calcetines;34;Falso
Bob;Pantalones;30;Falso
Hector;Gorra;39;Cierto
Diana;Chaqueta;22;Falso
Eve;Chaqueta;24;Falso
Eve;Sombrero;34;Falso
Eve;Camiseta;24;Cierto
Jack;Sombrero;40;Falso
Diana;Gorra;21;Falso
Eve;Gorra;44;Cierto
Charlie;Chaqueta;50;Falso
Diana;Bufanda;35;Falso
Hector;Zapatos;15;Falso
Eve;Bufanda;6;Falso
Jack;Gorra;27;Falso
Frank;Pantalones;21;Cierto
Alice;Pantalones;5;Falso
Jack;Zapatos;9;Falso
Charlie;Gorra;10;Cierto
Jack;Bufanda;16;Falso
Eve;Gorra;18;Falso
Irene;Calcetines;47;Falso
Jack;Gorra;36;Falso
Eve;Sombrero;19;Falso
Diana;Chaqueta;50;Falso
Frank;Sombrero;20;Falso
Frank;Bufanda;48;Falso
Charlie;Bufanda;24;Falso
Bob;Calcetines;17;Falso
Frank;Camiseta;16;Falso
Eve;Chaqueta;43;Falso
Alice;Zapatos;39;Falso
Hector;Gorra;19;Falso
Eve;Calcetines;14;Cierto
Frank;Gorra;16;Falso
Eve;Zapatos;47;Falso
Alice;Zapatos;35;Falso
Alice;Calcetines;26;Falso
Bob;Zapatos;13;Falso
Eve;Pantalones;13;Falso
Eve;Zapatos;43;Falso
Bob;Zapatos;10;Falso
Eve;Chaqueta;48;Falso
Irene;Calcetines;35;Falso
Charlie;Calcetines;23;Falso
Alice;Chaqueta;40;Cierto
Diana;Gorra;47;Cierto
Irene;Calcetines;31;Falso
Eve;Zapatos;12;Falso
Grace;Sombrero;47;Cierto
Irene;Calcetines;29;Falso
Charlie;Pantalones;6;Falso
Hector;Pantalones;48;Cierto
Frank;Bufanda;41;Falso
Jack;Bufanda;13;Cierto
Irene;Pantalones;30;Falso
Charlie;Camiseta;43;Falso
Irene;Gorra;26;Falso
Bob;Calcetines;15;Falso
Jack;Pantalones;7;Cierto
Alice;Camiseta;7;Cierto
Hector;Sombrero;34;Falso
Alice;Chaqueta;7;Falso
Hector;Bufanda;50;Falso
Diana;Sombrero;21;Falso
Eve;Sombrero;12;Falso
Jack;Gorra;46;Cierto
Hector;Sombrero;10;Falso
Jack;Gorra;21;Cierto
Eve;Bufanda;17;Falso
Bob;Camiseta;5;Cierto
Bob;Gorra;40;Falso
Charlie;Camiseta;33;Falso
Eve;Zapatos;17;Falso
Irene;Sombrero;21;Falso
Irene;Pantalones;23;Falso
Hector;Gorra;36;Falso
Grace;Sombrero;34;Falso
Grace;Sombrero;30;Falso
Grace;Zapatos;42;Falso
Irene;Zapatos;8;Falso
Frank;Gorra;20;Falso
Grace;Camiseta;10;Falso
Frank;Pantalones;20;Falso
Bob;Chaqueta;35;Cierto
Eve;Camiseta;47;Cierto
Eve;Zapatos;10;Falso
Eve;Zapatos;38;Falso
Grace;Calcetines;40;Cierto
Frank;Camiseta;34;Falso
Hector;Camiseta;9;Falso
Jack;Zapatos;49;Cierto
Charlie;Gorra;27;Falso
Grace;Pantalones;38;Falso
Bob;Bufanda;22;Falso
Alice;Chaqueta;45;Falso
Irene;Zapatos;39;Falso
Grace;Camiseta;5;Falso
Alice;Sombrero;22;Falso
Diana;Gorra;19;Falso
Bob;Zapatos;35;Falso
Frank;Chaqueta;26;Falso
Grace;Camiseta;15;Falso
Grace;Camiseta;13;Falso
Diana;Gorra;18;Falso
Hector;Gorra;17;Falso
Eve;Chaqueta;47;Cierto
Charlie;Gorra;42;Falso
